content_tape_id,segment_no,tape_duration_sec,break_sec,promo_sec
11909.0,3.0,789.0,413.0,0
11909.0,4.0,793.0,420.0,0
11909.0,5.0,903.0,420.0,0
11909.0,6.0,625.0,0.0,0
11909.0,7.0,613.0,371.0,0
11909.0,8.0,462.0,371.0,0
11909.0,9.0,585.0,0.0,0
11909.0,10.0,657.0,0.0,0
11909.0,11.0,648.0,0.0,0
12821.0,1.0,863.0,420.0,0
12821.0,2.0,593.0,420.0,0
12821.0,3.0,628.0,0.0,0
12821.0,4.0,756.0,0.0,0
12821.0,5.0,802.0,0.0,0
12821.0,6.0,621.0,420.0,0
12821.0,7.0,546.0,420.0,0
12821.0,8.0,690.0,0.0,0
12821.0,9.0,627.0,378.0,0
12821.0,10.0,703.0,0.0,0
12821.0,11.0,770.0,378.0,0
12821.0,12.0,733.0,98.0,0
1570.0,1.0,729.0,420.0,0
1570.0,2.0,954.0,0.0,0
1570.0,3.0,785.0,420.0,0
1570.0,4.0,1109.0,420.0,0
1570.0,5.0,918.0,420.0,0
1570.0,6.0,840.0,0.0,0
1570.0,7.0,706.0,420.0,0
1570.0,8.0,640.0,0.0,0
1570.0,9.0,738.0,84.0,0
1570.0,10.0,794.0,420.0,0
1570.0,11.0,941.0,182.0,0
11947.0,1.0,808.96,329.0,0
11947.0,2.0,661.96,329.0,0
11947.0,3.0,656.96,0.0,0
11947.0,4.0,715.96,0.0,0
11947.0,5.0,633.96,420.0,0
11947.0,6.0,684.96,0.0,0
11947.0,7.0,633.96,420.0,0
11947.0,8.0,703.96,0.0,0
11947.0,9.0,569.96,378.0,0
11947.0,10.0,653.96,0.0,0
11947.0,11.0,647.96,378.0,0
8824.0,1.0,770.96,420.0,0
8824.0,2.0,703.96,0.0,0
8824.0,3.0,756.96,0.0,0
8824.0,4.0,861.96,420.0,0
8824.0,5.0,582.96,420.0,0
8824.0,6.0,709.96,420.0,0
8824.0,7.0,661.96,0.0,0
8824.0,8.0,686.96,0.0,0
8824.0,9.0,932.96,0.0,0
8824.0,10.0,880.96,84.0,0
8824.0,11.0,816.96,420.0,0
8824.0,12.0,187.96,420.0,0
7216.0,1.0,612.0,224.0,0
7216.0,2.0,609.0,0.0,0
7216.0,3.0,750.0,420.0,0
7216.0,4.0,805.0,420.0,0
7216.0,5.0,765.0,0.0,0
7216.0,6.0,670.0,0.0,0
7216.0,7.0,714.0,420.0,0
7216.0,8.0,711.0,420.0,0
7216.0,9.0,812.0,0.0,0
7216.0,10.0,707.0,343.0,0
7216.0,11.0,591.0,343.0,0
7216.0,12.0,770.0,0.0,0
3780.0,8.0,672.0,0.0,0
3780.0,9.0,585.0,301.0,0
3780.0,10.0,519.0,301.0,0
3780.0,11.0,744.0,420.0,0
3780.0,12.0,454.0,420.0,0
3780.0,1.0,918.0,0.0,0
3780.0,2.0,928.0,420.0,0
3780.0,3.0,831.0,0.0,0
3780.0,4.0,906.0,0.0,0
3780.0,5.0,532.0,420.0,0
3780.0,6.0,590.0,133.0,0
3780.0,7.0,689.0,133.0,0
2390.0,1.0,871.0,574.0,0
2390.0,2.0,1195.64,0.0,0
2390.0,3.0,1027.84,420.0,0
2390.0,4.0,933.48,420.0,0
2390.0,5.0,1078.8,420.0,0
2390.0,6.0,963.64,420.0,0
2390.0,7.0,922.92,0.0,0
2390.0,8.0,883.8,139.99999999999997,0
4289.0,2.0,850.64,350.00000000000006,0
4289.0,3.0,898.0,350.00000000000006,0
4289.0,4.0,916.48,0.0,0
4289.0,5.0,1018.2,420.0,0
4289.0,6.0,804.32,420.0,0
4289.0,1.0,925.84,0.0,0
4289.0,2.0,813.04,0.0,0
4289.0,1.0,895.12,392.0,0
4289.0,3.0,474.08,392.0,0
11436.0,1.0,700.0,0.0,0
11436.0,2.0,595.0,420.0,0
11436.0,3.0,673.0,0.0,0
11436.0,4.0,600.0,420.0,0
11436.0,5.0,592.0,0.0,0
11436.0,6.0,603.0,420.0,0
11436.0,7.0,803.0,0.0,0
11436.0,8.0,609.0,420.0,0
11436.0,9.0,621.0,56.0,0
11436.0,10.0,573.0,168.00000000000003,0
11436.0,11.0,465.0,168.00000000000003,0
12352.0,1.0,854.08,0.0,0
12352.0,2.0,868.0,0.0,0
12352.0,3.0,816.36,420.0,0
12352.0,4.0,775.76,420.0,0
12352.0,5.0,757.24,420.0,0
12352.0,6.0,908.64,0.0,0
12352.0,1.0,833.6,420.0,0
12352.0,2.0,750.36,398.99999999999994,0
12352.0,3.0,793.56,0.0,0
12352.0,4.0,779.88,224.0,0
12352.0,5.0,741.68,398.99999999999994,0
3896.0,1.0,970.16,413.0,0
3896.0,2.0,775.0,0.0,0
3896.0,3.0,843.76,413.0,0
3896.0,4.0,849.48,420.0,0
3896.0,5.0,820.4,420.0,0
3896.0,6.0,835.64,0.0,0
3896.0,7.0,852.88,420.0,0
3896.0,8.0,738.44,0.0,0
3896.0,9.0,904.88,420.0,0
3896.0,10.0,837.48,56.0,0
14625.0,1.0,882.0,392.0,0
14625.0,2.0,955.0,392.0,0
14625.0,3.0,892.0,420.0,0
14625.0,4.0,836.0,420.0,0
14625.0,5.0,810.0,0.0,0
14625.0,6.0,798.0,0.0,0
14625.0,7.0,689.0,293.99999999999994,0
14625.0,8.0,747.0,0.0,0
14625.0,9.0,655.0,293.99999999999994,0
3629.0,1.0,964.0,420.0,0
3629.0,2.0,1113.0,0.0,0
3629.0,3.0,775.0,0.0,0
3629.0,4.0,760.0,420.0,0
3629.0,5.0,732.0,420.0,0
3629.0,6.0,742.0,420.0,0
3629.0,7.0,705.0,0.0,0
3629.0,8.0,754.0,252.0,0
3629.0,9.0,562.0,210.0,0
3629.0,10.0,654.0,210.0,0
13355.0,10.0,477.0,210.0,0
13355.0,8.0,572.0,210.0,0
13355.0,9.0,545.0,0.0,0
13355.0,2.0,710.0,0.0,0
13355.0,3.0,569.0,420.0,0
13355.0,1.0,883.0,420.0,0
13355.0,4.0,619.0,343.0,0
13355.0,5.0,675.0,0.0,0
13355.0,6.0,696.0,0.0,0
13355.0,7.0,597.0,343.0,0
7095.0,1.0,1021.0,0.0,0
7095.0,2.0,906.0,420.0,0
7095.0,3.0,820.0,420.0,0
7095.0,4.0,923.0,0.0,0
7095.0,5.0,774.0,420.0,0
7095.0,6.0,663.0,0.0,0
7095.0,7.0,728.0,420.0,0
7095.0,8.0,615.0,420.0,0
7095.0,9.0,706.0,0.0,0
7095.0,10.0,654.0,0.0,0
7095.0,11.0,546.0,154.0,0
7095.0,12.0,422.0,420.0,0
4488.0,1.0,806.0,420.0,0
4488.0,2.0,762.0,0.0,0
4488.0,3.0,668.0,420.0,0
4488.0,4.0,600.0,420.0,0
4488.0,5.0,773.0,0.0,0
4488.0,6.0,700.0,420.0,0
4488.0,7.0,696.0,0.0,0
4488.0,8.0,776.0,0.0,0
4488.0,9.0,600.0,0.0,0
4488.0,10.0,625.0,0.0,0
4488.0,11.0,586.0,406.0,0
4488.0,12.0,621.0,406.0,0
11136.0,1.0,687.68,0.0,0
11136.0,2.0,693.72,0.0,0
11136.0,3.0,640.8,420.0,0
11136.0,4.0,594.4,420.0,0
11136.0,5.0,602.92,420.0,0
11136.0,6.0,603.96,420.0,0
11136.0,7.0,659.84,0.0,0
11136.0,8.0,708.6,0.0,0
11136.0,9.0,655.0,406.0,0
11136.0,10.0,763.44,0.0,0
11136.0,11.0,774.04,406.0,0
11136.0,12.0,915.0,0.0,0
3460.0,3.0,748.88,245.00000000000003,0
3460.0,4.0,542.76,245.00000000000003,0
3460.0,5.0,615.0,420.0,0
3460.0,6.0,674.68,420.0,0
3460.0,7.0,605.8,0.0,0
3460.0,8.0,676.28,0.0,0
3460.0,9.0,646.48,420.0,0
3460.0,10.0,931.28,0.0,0
3460.0,12.0,755.32,420.0,0
3460.0,1.0,636.44,0.0,0
3460.0,2.0,641.96,161.0,0
3460.0,11.0,700.24,161.0,0
1497.0,1.0,733.0,259.0,0
1497.0,2.0,610.0,259.0,0
1497.0,3.0,846.0,0.0,0
1497.0,4.0,693.0,420.0,0
1497.0,5.0,617.0,420.0,0
1497.0,6.0,852.0,0.0,0
1497.0,7.0,728.0,420.0,0
1497.0,8.0,898.0,0.0,0
1497.0,9.0,654.0,420.0,0
1497.0,10.0,601.0,0.0,0
12670.0,1.0,1690.0,0.0,0
12670.0,2.0,1107.0,0.0,0
12670.0,3.0,778.0,0.0,0
12670.0,4.0,693.0,420.0,0
12670.0,5.0,474.0,420.0,0
12670.0,6.0,680.0,0.0,0
12670.0,7.0,573.0,0.0,0
12670.0,8.0,580.0,266.0,0
12670.0,9.0,658.0,266.0,0
8447.0,1.0,658.2,308.0,0
8447.0,2.0,658.48,0.0,0
8447.0,3.0,676.56,0.0,0
8447.0,4.0,798.96,420.0,0
8447.0,5.0,733.36,420.0,0
8447.0,6.0,627.76,0.0,0
8447.0,7.0,697.72,0.0,0
8447.0,8.0,653.04,420.0,0
8447.0,9.0,730.76,420.0,0
8447.0,10.0,674.28,420.0,0
8447.0,11.0,843.0,0.0,0
8447.0,12.0,779.88,0.0,0
8447.0,13.0,617.6,420.0,0
8447.0,14.0,764.32,196.0,0
2029.0,1.0,626.28,0.0,0
2029.0,2.0,712.48,322.0,0
2029.0,3.0,563.52,322.0,0
2029.0,4.0,681.32,420.0,0
2029.0,5.0,707.8,420.0,0
2029.0,6.0,647.76,0.0,0
2029.0,7.0,636.08,0.0,0
2029.0,8.0,702.88,420.0,0
2029.0,9.0,889.76,0.0,0
2029.0,10.0,702.6,420.0,0
2029.0,11.0,765.24,0.0,0
3518.0,1.0,733.96,420.0,0
3518.0,2.0,816.96,0.0,0
3518.0,3.0,667.96,420.0,0
3518.0,4.0,754.96,420.0,0
3518.0,5.0,634.96,0.0,0
3518.0,6.0,775.96,0.0,0
3518.0,7.0,670.96,420.0,0
3518.0,8.0,805.96,0.0,0
3518.0,9.0,618.96,259.0,0
3518.0,10.0,776.96,259.0,0
10964.0,1.0,626.96,322.0,0
10964.0,2.0,670.96,0.0,0
10964.0,3.0,749.96,420.0,0
10964.0,4.0,655.96,420.0,0
10964.0,5.0,953.96,0.0,0
10964.0,6.0,754.96,0.0,0
10964.0,7.0,796.96,420.0,0
10964.0,8.0,746.96,420.0,0
10964.0,9.0,771.96,42.00000000000001,0
1833.0,10.0,514.96,398.99999999999994,0
1833.0,1.0,684.96,0.0,0
1833.0,5.0,608.96,398.99999999999994,0
1833.0,4.0,778.96,420.0,0
1833.0,3.0,742.96,420.0,0
1833.0,2.0,780.96,0.0,0
1833.0,11.0,670.96,0.0,0
1833.0,9.0,657.96,322.0,0
1833.0,8.0,629.96,322.0,0
1833.0,7.0,683.96,0.0,0
1833.0,6.0,733.96,0.0,0
3954.0,1.0,1207.0,420.0,0
3954.0,2.0,750.0,0.0,0
3954.0,3.0,806.0,0.0,0
3954.0,4.0,622.0,420.0,0
3954.0,5.0,817.0,420.0,0
3954.0,6.0,801.0,420.0,0
3954.0,7.0,642.0,0.0,0
3954.0,8.0,665.0,0.0,0
3954.0,9.0,589.0,413.0,0
3954.0,10.0,658.0,0.0,0
3954.0,11.0,728.0,413.0,0
3954.0,12.0,610.0,196.0,0
6165.0,1.0,960.0,0.0,0
6165.0,2.0,564.0,420.0,0
6165.0,3.0,732.0,420.0,0
6165.0,4.0,754.0,420.0,0
6165.0,5.0,631.0,420.0,0
6165.0,6.0,735.0,0.0,0
6165.0,7.0,933.0,0.0,0
6165.0,8.0,953.0,371.0,0
6165.0,9.0,805.0,371.0,0
6165.0,10.0,890.0,0.0,0
6718.0,1.0,704.08,420.0,0
6718.0,2.0,712.36,420.0,0
6718.0,3.0,761.68,0.0,0
6718.0,4.0,679.2,0.0,0
6718.0,5.0,762.0,0.0,0
6718.0,6.0,747.68,0.0,0
6718.0,7.0,664.76,420.0,0
6718.0,8.0,630.24,420.0,0
6718.0,9.0,715.96,0.0,0
6718.0,10.0,589.56,364.0,0
6718.0,11.0,658.52,98.0,0
6718.0,12.0,606.68,364.0,0
13224.0,1.0,768.2,0.0,0
13224.0,2.0,756.12,0.0,0
13224.0,3.0,609.96,420.0,0
13224.0,4.0,621.64,420.0,0
13224.0,5.0,685.2,0.0,0
13224.0,6.0,630.68,420.0,0
13224.0,7.0,780.28,0.0,0
13224.0,8.0,701.88,420.0,0
13224.0,9.0,629.88,420.0,0
13224.0,10.0,661.16,0.0,0
13224.0,11.0,597.16,0.0,0
13224.0,12.0,721.4,112.0,0
13224.0,13.0,485.04,420.0,0
3700.0,1.0,882.0,420.0,0
3700.0,2.0,839.96,0.0,0
3700.0,3.0,796.96,420.0,0
3700.0,4.0,834.96,420.0,0
3700.0,5.0,709.96,420.0,0
3700.0,6.0,759.96,0.0,0
3700.0,7.0,761.96,0.0,0
3700.0,8.0,780.96,364.0,0
3700.0,9.0,896.96,0.0,0
3700.0,10.0,685.96,364.0,0
12071.0,1.0,823.04,398.99999999999994,0
12071.0,2.0,995.0,398.99999999999994,0
12071.0,3.0,819.12,420.0,0
12071.0,4.0,870.6,0.0,0
12071.0,5.0,887.16,0.0,0
12071.0,6.0,855.8,420.0,0
12071.0,7.0,905.56,0.0,0
12071.0,8.0,796.68,420.0,0
12071.0,9.0,869.8,420.0,0
12071.0,10.0,829.04,139.99999999999997,0
12615.0,1.0,902.0,350.00000000000006,0
12615.0,2.0,968.0,350.00000000000006,0
12615.0,3.0,753.0,0.0,0
12615.0,4.0,777.0,420.0,0
12615.0,5.0,755.0,420.0,0
12615.0,6.0,695.0,0.0,0
12615.0,7.0,685.0,0.0,0
12615.0,8.0,821.0,0.0,0
12615.0,9.0,659.0,378.0,0
12615.0,10.0,506.0,378.0,0
7287.0,1.0,826.96,0.0,0
7287.0,2.0,677.96,0.0,0
7287.0,3.0,631.96,420.0,0
7287.0,4.0,644.96,420.0,0
7287.0,5.0,807.96,420.0,0
7287.0,6.0,921.96,0.0,0
7287.0,7.0,792.96,420.0,0
7287.0,8.0,673.96,420.0,0
7287.0,9.0,812.96,0.0,0
7287.0,10.0,546.96,420.0,0
7287.0,11.0,648.96,0.0,0
7287.0,12.0,567.96,84.0,0
12589.0,1.0,886.0,420.0,0
12589.0,2.0,785.0,0.0,0
12589.0,3.0,903.0,420.0,0
12589.0,4.0,755.0,0.0,0
12589.0,5.0,713.0,0.0,0
12589.0,6.0,684.0,420.0,0
12589.0,7.0,669.0,420.0,0
12589.0,8.0,872.0,0.0,0
12589.0,9.0,600.0,0.0,0
12589.0,10.0,669.0,398.99999999999994,0
12589.0,11.0,620.0,398.99999999999994,0
5572.0,1.0,613.0,0.0,0
5572.0,2.0,788.0,420.0,0
5572.0,3.0,729.0,420.0,0
5572.0,4.0,807.0,420.0,0
5572.0,5.0,877.0,420.0,0
5572.0,6.0,789.0,0.0,0
5572.0,7.0,667.0,0.0,0
5572.0,8.0,702.0,420.0,0
5572.0,9.0,670.0,0.0,0
5572.0,10.0,622.0,42.0,0
5572.0,11.0,696.0,420.0,0
5572.0,12.0,662.0,139.99999999999997,0
5572.0,13.0,743.0,139.99999999999997,0
2014.0,1.0,731.96,420.0,0
2014.0,2.0,608.96,420.0,0
2014.0,3.0,658.96,0.0,0
2014.0,4.0,655.96,0.0,0
2014.0,5.0,803.96,0.0,0
2014.0,6.0,850.96,420.0,0
2014.0,7.0,728.96,420.0,0
2014.0,8.0,768.96,0.0,0
2014.0,9.0,623.96,231.00000000000003,0
2014.0,10.0,653.96,182.0,0
2014.0,11.0,559.96,231.00000000000003,0
3259.0,1.0,747.72,378.0,0
3259.0,2.0,887.04,420.0,0
3259.0,3.0,671.52,0.0,0
3259.0,4.0,706.84,420.0,0
3259.0,5.0,649.88,0.0,0
3259.0,6.0,688.8,420.0,0
3259.0,7.0,798.24,0.0,0
3259.0,8.0,638.2,420.0,0
3259.0,9.0,695.44,0.0,0
3259.0,10.0,823.16,210.0,0
3259.0,11.0,863.88,210.0,0
12974.0,1.0,944.0,420.0,0
12974.0,2.0,843.0,420.0,0
12974.0,3.0,942.0,0.0,0
12974.0,4.0,892.0,420.0,0
12974.0,5.0,1025.0,0.0,0
12974.0,6.0,725.0,420.0,0
12974.0,7.0,858.0,420.0,0
12974.0,8.0,788.0,0.0,0
12974.0,9.0,613.0,0.0,0
12974.0,10.0,932.0,420.0,0
12974.0,11.0,602.0,420.0,0
12974.0,12.0,695.0,69.99999999999999,0
16555.0,11.0,500.0,0.0,0
16555.0,10.0,810.0,0.0,0
16555.0,9.0,535.0,384.99999999999994,0
16555.0,8.0,615.0,384.99999999999994,0
16555.0,1.0,931.0,0.0,0
16555.0,3.0,725.0,420.0,0
16555.0,2.0,868.0,420.0,0
16555.0,7.0,695.0,420.0,0
16555.0,6.0,717.0,420.0,0
16555.0,5.0,639.0,0.0,0
16555.0,4.0,876.0,0.0,0
16555.0,12.0,669.0,154.0,0
11827.0,1.0,613.0,343.0,0
11827.0,2.0,713.0,0.0,0
11827.0,3.0,644.0,343.0,0
11827.0,4.0,688.0,420.0,0
11827.0,5.0,726.0,420.0,0
11827.0,6.0,825.0,0.0,0
11827.0,7.0,799.0,0.0,0
11827.0,8.0,786.0,0.0,0
11827.0,9.0,669.0,420.0,0
11827.0,10.0,577.0,420.0,0
11827.0,11.0,726.0,0.0,0
11444.0,1.0,588.96,420.0,0
11444.0,2.0,632.96,420.0,0
11444.0,3.0,657.96,0.0,0
11444.0,4.0,598.96,0.0,0
11444.0,5.0,654.96,420.0,0
11444.0,6.0,657.96,0.0,0
11444.0,7.0,551.96,0.0,0
11444.0,8.0,567.96,0.0,0
11444.0,9.0,552.96,420.0,0
11444.0,10.0,563.0,0.0,0
11444.0,11.0,667.96,252.0,0
11444.0,12.0,525.96,252.0,0
9896.0,1.0,702.96,336.00000000000006,0
9896.0,2.0,727.96,0.0,0
9896.0,3.0,693.96,0.0,0
9896.0,4.0,804.96,420.0,0
9896.0,5.0,867.96,420.0,0
9896.0,6.0,642.96,420.0,0
9896.0,7.0,823.96,0.0,0
9896.0,8.0,634.96,0.0,0
9896.0,9.0,542.96,420.0,0
9896.0,10.0,751.96,168.00000000000003,0
1890.0,1.0,695.96,413.0,0
1890.0,2.0,684.96,413.0,0
1890.0,3.0,638.96,0.0,0
1890.0,4.0,765.96,0.0,0
1890.0,5.0,677.96,0.0,0
1890.0,6.0,666.96,0.0,0
1890.0,7.0,709.96,420.0,0
1890.0,8.0,606.96,420.0,0
1890.0,9.0,782.96,322.0,0
1890.0,10.0,587.96,0.0,0
1890.0,11.0,757.96,322.0,0
12593.0,1.0,762.0,392.0,0
12593.0,2.0,626.0,420.0,0
12593.0,3.0,721.0,420.0,0
12593.0,4.0,701.0,0.0,0
12593.0,5.0,841.0,0.0,0
12593.0,6.0,682.0,420.0,0
12593.0,7.0,799.0,420.0,0
12593.0,8.0,863.0,0.0,0
12593.0,9.0,823.0,224.0,0
12593.0,10.0,718.0,0.0,0
13590.0,1.0,724.0,0.0,0
13590.0,2.0,581.0,308.0,0
13590.0,3.0,615.0,308.0,0
13590.0,4.0,773.0,420.0,0
13590.0,5.0,796.0,420.0,0
13590.0,6.0,666.0,0.0,0
13590.0,7.0,724.0,231.00000000000003,0
13590.0,8.0,507.0,231.00000000000003,0
13590.0,9.0,892.0,0.0,0
8476.0,1.0,896.96,322.0,0
8476.0,2.0,912.96,420.0,0
8476.0,4.0,1072.96,0.0,0
8476.0,3.0,707.96,420.0,0
8476.0,8.0,844.96,0.0,0
8476.0,7.0,934.96,420.0,0
8476.0,6.0,787.96,420.0,0
8476.0,5.0,1008.96,0.0,0
8476.0,12.0,601.96,420.0,0
8476.0,11.0,750.96,420.0,0
8476.0,10.0,827.96,146.99999999999997,0
8476.0,9.0,957.96,146.99999999999997,0
1438.0,1.0,984.08,546.0,0
1438.0,2.0,921.44,420.0,0
1438.0,3.0,826.52,420.0,0
1438.0,4.0,887.96,0.0,0
1438.0,5.0,851.0,0.0,0
1438.0,6.0,712.56,420.0,0
1438.0,7.0,804.64,0.0,0
1438.0,8.0,717.92,420.0,0
1438.0,9.0,576.16,0.0,0
13035.0,1.0,853.0,322.0,0
13035.0,2.0,875.0,322.0,0
13035.0,3.0,735.0,420.0,0
13035.0,4.0,946.0,420.0,0
13035.0,5.0,801.0,0.0,0
13035.0,6.0,684.0,0.0,0
13035.0,7.0,539.0,259.0,0
13035.0,8.0,535.0,259.0,0
13035.0,9.0,632.0,0.0,0
14640.0,1.0,1102.0,420.0,0
14640.0,2.0,775.0,420.0,0
14640.0,3.0,831.0,0.0,0
14640.0,4.0,750.0,0.0,0
14640.0,5.0,909.0,420.0,0
14640.0,6.0,768.0,420.0,0
14640.0,7.0,729.0,406.0,0
14640.0,8.0,664.0,0.0,0
14640.0,9.0,623.0,0.0,0
14640.0,10.0,562.0,406.0,0
14640.0,11.0,763.0,84.0,0
6688.0,11.0,548.96,420.0,0
6688.0,10.0,570.96,420.0,0
6688.0,9.0,854.96,0.0,0
6688.0,8.0,802.96,0.0,0
6688.0,7.0,814.96,0.0,0
6688.0,6.0,954.96,420.0,0
6688.0,5.0,898.96,420.0,0
6688.0,4.0,697.96,0.0,0
6688.0,3.0,691.96,0.0,0
6688.0,2.0,755.96,398.99999999999994,0
6688.0,1.0,632.96,398.99999999999994,0
7076.0,1.0,687.0,420.0,0
7076.0,2.0,669.0,420.0,0
7076.0,3.0,725.0,0.0,0
7076.0,4.0,853.0,420.0,0
7076.0,5.0,783.0,420.0,0
7076.0,6.0,703.0,0.0,0
7076.0,7.0,665.0,0.0,0
7076.0,8.0,937.0,420.0,0
7076.0,9.0,882.0,0.0,0
7076.0,10.0,803.0,42.0,0
7076.0,11.0,693.0,420.0,0
11343.0,1.0,686.0,336.00000000000006,0
11343.0,2.0,600.0,0.0,0
11343.0,3.0,625.0,0.0,0
11343.0,4.0,610.0,420.0,0
11343.0,5.0,774.0,420.0,0
11343.0,6.0,1037.0,203.0,0
11343.0,7.0,897.0,203.0,0
2609.0,1.0,795.0,287.0,0
2609.0,2.0,544.0,287.0,0
2609.0,3.0,758.0,420.0,0
2609.0,4.0,720.0,420.0,0
2609.0,5.0,604.0,0.0,0
2609.0,6.0,777.0,0.0,0
2609.0,7.0,782.0,420.0,0
2609.0,8.0,782.0,0.0,0
2609.0,9.0,536.0,420.0,0
2609.0,10.0,543.0,0.0,0
2609.0,11.0,1103.0,154.0,0
13202.0,1.0,638.0,343.0,0
13202.0,2.0,853.0,0.0,0
13202.0,3.0,630.0,343.0,0
13202.0,4.0,662.0,420.0,0
13202.0,5.0,764.0,420.0,0
13202.0,6.0,700.0,0.0,0
13202.0,7.0,736.0,420.0,0
13202.0,8.0,632.0,420.0,0
13202.0,9.0,630.0,0.0,0
13202.0,10.0,651.0,0.0,0
13202.0,11.0,787.0,0.0,0
13202.0,12.0,669.0,196.0,0
13202.0,13.0,703.0,196.0,0
687.0,10.0,555.0,448.0,0
687.0,9.0,1008.0,0.0,0
687.0,11.0,759.0,420.0,0
687.0,8.0,848.0,0.0,0
687.0,7.0,915.0,420.0,0
687.0,6.0,607.0,0.0,0
687.0,5.0,633.0,0.0,0
687.0,4.0,679.0,420.0,0
687.0,3.0,606.0,420.0,0
687.0,2.0,599.0,146.99999999999997,0
687.0,1.0,747.0,146.99999999999997,0
3100.0,8.0,998.48,546.0,0
3100.0,7.0,1182.84,0.0,0
3100.0,6.0,877.4,0.0,0
3100.0,5.0,802.8,420.0,0
3100.0,10.0,400.4,420.0,0
3100.0,9.0,565.44,420.0,0
3100.0,1.0,742.24,0.0,0
3100.0,2.0,838.08,420.0,0
3100.0,4.0,846.64,0.0,0
3100.0,3.0,818.52,238.0,0
1755.0,1.0,835.84,301.0,0
1755.0,2.0,949.4,301.0,0
1755.0,3.0,869.0,420.0,0
1755.0,4.0,785.44,420.0,0
1755.0,5.0,860.28,0.0,0
1755.0,6.0,749.08,420.0,0
1755.0,7.0,734.76,420.0,0
1755.0,8.0,872.04,0.0,0
1755.0,9.0,804.72,0.0,0
9780.0,1.0,637.0,420.0,0
9780.0,2.0,661.0,420.0,0
9780.0,3.0,757.0,0.0,0
9780.0,4.0,723.0,420.0,0
9780.0,5.0,707.0,420.0,0
9780.0,6.0,668.0,0.0,0
9780.0,7.0,730.0,0.0,0
9780.0,8.0,762.0,0.0,0
9780.0,9.0,763.0,0.0,0
9780.0,10.0,818.0,371.0,0
9780.0,11.0,744.0,371.0,0
2035.0,7.0,725.0,420.0,0
2035.0,6.0,695.0,420.0,0
2035.0,5.0,755.0,0.0,0
2035.0,4.0,750.0,420.0,0
2035.0,9.0,785.0,420.0,0
2035.0,8.0,798.0,0.0,0
2035.0,1.0,824.0,0.0,0
2035.0,3.0,721.0,308.0,0
